Plot,Subplot,Species,DBH,Status,Postfire,Class,Height,CBH,Notes
SPE-03,4,PSME,53,X,NA,NA,NA,NA,NA
SPE-03,6,PSME,63,X,NA,NA,NA,NA,NA
SPE-03,7,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-03,8,PIAT,21,L,y,D,NA,NA,NA
SPE-03,1,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-03,5,PSME,65,X,NA,NA,NA,NA,NA
SPE-03,5,PSME,64,X,NA,NA,NA,NA,NA
SPE-03,5,PSME,27,X,NA,NA,NA,NA,NA
SPE-03,5,PSME,26,X,NA,NA,NA,NA,NA
SPE-03,9,ARME,13,L,y,C,5.5,1.5,NA
SPE-03,9,ARME,16,L,y,C,5.5,2.5,NA
SPE-03,9,QUCH2,12,L,y,D,5,1,NA
SPE-04,8,PSME,81.1,X,NA,NA,NA,NA,NA
SPE-04,7,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,6,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,4,PSME,66,X,NA,NA,NA,NA,NA
SPE-04,3,PSME,43,X,NA,NA,NA,NA,NA
SPE-04,2,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,1,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,5,NONE,NA,NA,NA,NA,NA,NA,NA
SPE-04,9,NONE,NA,NA,NA,NA,NA,NA,NA
Bear-01,2,PSME,34.8,X,NA,NA,NA,NA,NA
Bear-01,2,PSME,20.8,X,NA,NA,NA,NA,NA
Bear-01,3,PSME,15.8,X,NA,NA,NA,NA,NA
Bear-01,3,PIAT,12.7,L,y,NA,NA,NA,NA
Bear-01,4,PSME,49.2,X,NA,NA,NA,NA,NA
Bear-01,4,PSME,16.8,X,NA,NA,NA,NA,NA
Bear-01,4,PSME,21.4,X,NA,NA,NA,NA,NA
Bear-01,4,PSME,34,X,NA,NA,NA,NA,NA
Bear-01,6,PSME,19.7,X,NA,NA,NA,NA,NA
Bear-01,6,PSME,30.2,X,NA,NA,NA,NA,NA
Bear-01,7,PSME,32.8,X,NA,NA,NA,NA,NA
Bear-01,8,PSME,17.7,X,NA,NA,NA,NA,NA
Bear-01,1,PSME,22.4,X,NA,NA,NA,NA,NA
Bear-01,5,PSME,32,X,NA,NA,NA,NA,NA
Bear-01,5,PSME,26.2,X,NA,NA,NA,NA,NA
Bear-01,5,PIAT,13,L,y,D,6.7,0.6,NA
Bear-01,9,PSME,39.9,L,n,D,26.6,18.4,NA
JCK-01,2,NONE,NA,NA,NA,NA,NA,NA,"Note, there are several large PSME snags just outside the plot"
JCK-01,3,PIAT,13.4,L,y,NA,NA,NA,NA
JCK-01,4,PIAT,12.8,L,y,NA,NA,NA,NA
JCK-01,4,PIAT,17.2,L,y,NA,NA,NA,NA
JCK-01,6,NONE,NA,NA,NA,NA,NA,NA,NA
JCK-01,7,ARME,13.7,L,y,NA,NA,NA,NA
JCK-01,7,PIAT,13.8,L,y,NA,NA,NA,NA
JCK-01,7,PIAT,21,L,y,NA,NA,NA,NA
JCK-01,8,PSME,27,X,NA,NA,NA,NA,NA
JCK-01,8,QUKE,23,X,NA,NA,NA,NA,NA
JCK-01,8,QUKE,22.5,X,NA,NA,NA,NA,NA
JCK-01,8,QUKE,27,X,NA,NA,NA,NA,NA
JCK-01,8,QUKE,13.3,L,y,NA,NA,NA,NA
JCK-01,8,PIAT,19,L,y,NA,NA,NA,NA
JCK-01,8,PIAT,12.5,L,y,NA,NA,NA,NA
JCK-01,1,PIAT,15.5,L,y,C,7.5,1.5,NA
JCK-01,1,PIAT,12.3,L,y,C,6.25,1.75,NA
JCK-01,1,PIAT,13.3,L,y,C,6.5,1.75,NA
JCK-01,1,PIAT,13.4,L,y,C,6.75,2.75,NA
JCK-01,1,PIAT,12.6,L,y,C,6.5,2,NA
JCK-01,5,PIAT,14.2,L,y,D,7,2.75,NA
JCK-01,5,PIAT,14.5,L,y,D,6.5,3,NA
JCK-01,5,PIAT,12.1,L,y,C,6,3,NA
JCK-01,5,PIAT,14.3,L,y,C,6.5,2.25,NA
JCK-01,5,PIAT,14.6,L,y,C,6.5,2.25,NA
JCK-01,5,PIAT,12.8,L,y,C,6.25,2,NA
JCK-01,5,PIAT,14.2,L,y,C,6.5,2.5,NA
JCK-01,9,QUKE,13,L,n,D,11,3.5,NA
JCK-01,9,QUKE,14.2,L,n,D,10.5,4.5,NA
JCK-01,9,QUKE,12.1,L,n,C,10,2.25,NA
HTL-01,6,PSME,12.9,L,y,NA,NA,NA,NA
HTL-01,6,PSME,55,X,NA,NA,NA,NA,NA
HTL-01,7,QUCH2,24,L,n,NA,NA,NA,NA
HTL-01,7,QUCH2,22.6,L,n,NA,NA,NA,NA
HTL-01,8,QUKE,25,L,n,NA,NA,NA,NA
HTL-01,8,ARME,45.3,L,n,NA,NA,NA,NA
HTL-01,8,ARME,12.9,L,y,NA,NA,NA,NA
HTL-01,8,ARME,27,L,n,NA,NA,NA,NA
HTL-01,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-01,3,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-01,4,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-01,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-01,5,UNKC,70,X,NA,NA,NA,NA,NA
HTL-01,9,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,3,QUCH2,14,X,NA,NA,NA,NA,NA
HTL-02,4,PSME,17.4,X,NA,NA,NA,NA,NA
HTL-02,6,QUCH2,13.9,L,y,NA,NA,NA,NA
HTL-02,7,QUCH2,20.6,L,n,NA,NA,NA,NA
HTL-02,7,QUCH2,20.8,L,n,NA,NA,NA,NA
HTL-02,8,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,5,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-02,9,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,8,PSME,21.7,X,NA,NA,NA,NA,NA
HTL-03,8,PSME,16.4,X,NA,NA,NA,NA,NA
HTL-03,7,PSME,18.3,X,NA,NA,NA,NA,NA
HTL-03,7,PSME,14.6,X,NA,NA,NA,NA,NA
HTL-03,6,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,2,QUCH2,13.3,L,y,NA,NA,NA,NA
HTL-03,2,PSME,105.2,X,NA,NA,NA,NA,NA
HTL-03,4,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,3,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,5,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-03,9,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,7,UNKC,34.2,X,NA,NA,NA,NA,NA
HTL-04,3,ACMA3,16.1,X,NA,NA,NA,NA,NA
HTL-04,3,PSME,12.7,X,NA,NA,NA,NA,NA
HTL-04,8,UNKC,68.9,X,NA,NA,NA,NA,NA
HTL-04,8,PSME,51.1,X,NA,NA,NA,NA,NA
HTL-04,4,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,6,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,5,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-04,9,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-10,3,UNKC,61,X,NA,NA,NA,NA,NA
HTL-10,4,QUCH2,18,L,y,NA,NA,NA,NA
HTL-10,4,QUCH2,12,L,y,NA,NA,NA,NA
HTL-10,8,QUCH2,13.6,L,y,NA,NA,NA,NA
HTL-10,2,PIPO,24.7,L,n,NA,NA,NA,NA
HTL-10,6,QUCH2,13.8,L,y,NA,NA,NA,NA
HTL-10,7,QUCH2,12.1,L,y,NA,NA,NA,NA
HTL-10,7,QUCH2,12.3,L,y,NA,NA,NA,NA
HTL-10,9,QUCH2,12.6,L,y,C,7,1.25,NA
HTL-10,9,PSME,36.5,X,NA,NA,NA,NA,NA
HTL-10,5,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-10,1,QUCH2,18,L,y,C,7,1.25,NA
HTL-10,1,QUCH2,12.4,L,y,C,6.1,1.5,NA
HTL-10,1,QUCH2,23.8,L,y,C,6.9,1.5,NA
HTL-10,1,QUCH2,15.4,L,y,C,6.2,0.75,NA
HTL-10,1,PSME,56,X,NA,NA,NA,NA,NA
HTL-12,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,3,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,4,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,7,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,8,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-12,6,ARME,14.9,L,y,D,NA,NA,NA
HTL-12,1,PSME,117.3,X,NA,NA,NA,NA,NA
HTL-12,5,PSME,95.8,X,NA,NA,NA,NA,NA
HTL-12,9,NONE,NA,NA,NA,NA,NA,NA,NA
KT-01,7,ARME,16.5,L,y,NA,NA,NA,NA
KT-01,6,NONE,NA,NA,NA,NA,NA,NA,NA
KT-01,2,PIAT,16.8,L,y,NA,NA,NA,NA
KT-01,8,PIPO,12.8,L,y,NA,NA,NA,NA
KT-01,4,LIDE3,15.5,L,y,NA,NA,NA,NA
KT-01,4,LIDE3,12.1,L,y,NA,NA,NA,NA
KT-01,4,ARME,28.6,L,n,NA,NA,NA,NA
KT-01,4,ARME,17.4,L,y,NA,NA,NA,NA
KT-01,3,PIAT,16,L,y,NA,NA,NA,NA
KT-01,1,NONE,NA,NA,NA,NA,NA,NA,NA
KT-01,5,PIAT,13.3,L,y,C,6.7,1.8,NA
KT-01,9,UNKC,140,X,NA,NA,NA,NA,NA
KT-02,6,PSME,114.5,X,NA,NA,NA,NA,NA
KT-02,6,LIDE3,17.3,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,15.7,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,13.3,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,17.5,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,17,L,y,NA,NA,NA,NA
KT-02,6,LIDE3,15.6,L,y,NA,NA,NA,NA
KT-02,7,LIDE3,14,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,16.6,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,18,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,12.5,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,16.8,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,16.7,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,15,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,15.1,L,y,NA,NA,NA,NA
KT-02,8,LIDE3,18.8,L,y,NA,NA,NA,NA
KT-02,2,LIDE3,12.3,L,y,NA,NA,NA,NA
KT-02,2,LIDE3,16.3,L,y,NA,NA,NA,NA
KT-02,2,LIDE3,13.4,L,y,NA,NA,NA,NA
KT-02,2,LIDE3,15.8,L,y,NA,NA,NA,NA
KT-02,2,PSME,67.5,X,NA,NA,NA,NA,NA
KT-02,2,PSME,99.5,X,NA,NA,NA,NA,NA
KT-02,2,PSME,52.6,X,NA,NA,NA,NA,NA
KT-02,3,LIDE3,15.5,L,y,NA,NA,NA,NA
KT-02,3,LIDE3,16.3,L,y,NA,NA,NA,NA
KT-02,3,LIDE3,19.5,L,y,NA,NA,NA,NA
KT-02,3,LIDE3,12.9,L,y,NA,NA,NA,NA
KT-02,4,LIDE3,16.7,L,y,NA,NA,NA,NA
KT-02,4,LIDE3,14.6,L,y,NA,NA,NA,NA
KT-02,4,LIDE3,12.6,L,y,NA,NA,NA,NA
KT-02,1,LIDE3,13.8,L,y,C,6.4,2.2,NA
KT-02,1,LIDE3,13.6,L,y,C,5.8,1.4,NA
KT-02,1,LIDE3,19.3,L,y,D,10.8,2.6,NA
KT-02,1,PSME,107.5,X,NA,NA,NA,NA,NA
KT-02,5,LIDE3,16.8,L,y,D,13.1,1.6,NA
KT-02,5,LIDE3,13.7,L,y,C,5.3,3,NA
KT-02,5,LIDE3,12.7,L,y,C,5.9,1.8,NA
KT-02,5,LIDE3,16.4,L,y,D,5.9,2.7,NA
KT-02,9,LIDE3,15.3,L,y,C,7.4,2.2,NA
KT-02,9,LIDE3,15.2,L,y,D,8,1.7,NA
KT-02,9,LIDE3,12.9,L,y,C,6.3,1.4,NA
STC-01,3,PSME,127,X,NA,NA,NA,NA,NA
STC-01,3,ARME,18,L,y,NA,NA,NA,NA
STC-01,4,ARME,17,L,y,NA,NA,NA,NA
STC-01,4,ARME,18,L,y,NA,NA,NA,NA
STC-01,4,ARME,18,X,NA,NA,NA,NA,NA
STC-01,8,ARME,41.5,L,n,NA,NA,NA,NA
STC-01,8,ARME,29,L,n,NA,NA,NA,NA
STC-01,8,PSME,31.4,L,n,NA,NA,NA,NA
STC-01,2,ARME,15,L,y,NA,NA,NA,NA
STC-01,6,ARME,12.2,L,y,NA,NA,NA,NA
STC-01,6,ARME,13.8,L,y,NA,NA,NA,NA
STC-01,6,CHCH7,14.3,L,y,NA,NA,NA,NA
STC-01,6,UNKC,204,X,NA,NA,NA,NA,NA
STC-01,7,ARME,16.4,L,y,NA,NA,NA,NA
STC-01,7,ARME,27.8,L,n,NA,NA,NA,NA
STC-01,9,ABCO,16.6,L,n,I,16,1.5,NA
STC-01,9,UNKC,27,X,NA,NA,NA,NA,NA
STC-01,5,NONE,NA,NA,NA,NA,NA,NA,NA
STC-01,1,ARME,13.8,L,y,C,10,1.75,NA
STC-01,1,ARME,14.3,L,y,C,12,1.75,NA
STC-02,3,NONE,NA,NA,NA,NA,NA,NA,NA
STC-02,4,PSME,70,X,NA,NA,NA,NA,NA
STC-02,2,QUCH2,22.5,L,y,NA,NA,NA,NA
STC-02,6,NONE,NA,NA,NA,NA,NA,NA,NA
STC-02,7,NONE,NA,NA,NA,NA,NA,NA,NA
STC-02,8,PSME,118,X,NA,NA,NA,NA,NA
STC-02,1,NONE,NA,NA,NA,NA,NA,NA,NA
STC-02,5,NONE,NA,NA,NA,NA,NA,NA,NA
STC-02,9,NONE,NA,NA,NA,NA,NA,NA,NA
STC-03,4,ARME,20,L,y,NA,NA,NA,NA
STC-03,4,ARME,18,L,y,NA,NA,NA,NA
STC-03,4,ARME,13.5,X,NA,NA,NA,NA,NA
STC-03,2,NONE,NA,NA,NA,NA,NA,NA,NA
STC-03,3,PSME,21.9,X,NA,NA,NA,NA,NA
STC-03,6,NONE,NA,NA,NA,NA,NA,NA,NA
STC-03,7,PSME,128,L,NA,NA,NA,NA,NA
STC-03,8,NONE,NA,NA,NA,NA,NA,NA,NA
STC-03,1,PSME,36.7,X,NA,NA,NA,NA,NA
STC-03,5,NONE,NA,NA,NA,NA,NA,NA,NA
STC-03,9,PSME,18.8,X,NA,NA,NA,NA,NA
STC-03,9,PSME,23.2,X,NA,NA,NA,NA,NA
STC-03,9,ARME,15.9,L,y,D,5.5,1.75,NA
HCS-03,2,PSME,41,L,NA,NA,NA,NA,NA
HCS-03,2,PSME,18.9,L,NA,NA,NA,NA,NA
HCS-03,2,PSME,68.9,L,NA,NA,NA,NA,NA
HCS-03,2,PSME,41.4,L,NA,NA,NA,NA,NA
HCS-03,3,PSME,27.7,L,NA,NA,NA,NA,NA
HCS-03,3,PSME,44.2,L,NA,NA,NA,NA,NA
HCS-03,3,PSME,21.6,L,NA,NA,NA,NA,NA
HCS-03,3,PSME,52.2,L,NA,NA,NA,NA,NA
HCS-03,3,QUCH2,12.8,L,NA,NA,NA,NA,NA
HCS-03,4,PSME,35.8,L,NA,NA,NA,NA,NA
HCS-03,4,PSME,42.9,L,NA,NA,NA,NA,NA
HCS-03,4,QUCH2,12.4,L,NA,NA,NA,NA,NA
HCS-03,4,ARME,18.5,L,NA,NA,NA,NA,NA
HCS-03,6,PSME,50.1,L,NA,NA,NA,NA,NA
HCS-03,6,PSME,36.7,L,NA,NA,NA,NA,NA
HCS-03,7,QUCH2,23,L,NA,NA,NA,NA,NA
HCS-03,7,QUCH2,22.5,L,NA,NA,NA,NA,NA
HCS-03,7,QUCH2,13.2,L,NA,NA,NA,NA,NA
HCS-03,7,QUCH2,14.5,L,NA,NA,NA,NA,NA
HCS-03,7,PSME,36.2,L,NA,NA,NA,NA,NA
HCS-03,7,PSME,38.9,L,NA,NA,NA,NA,NA
HCS-03,8,ARME,26.1,L,NA,NA,NA,NA,NA
HCS-03,8,ARME,31.5,L,NA,NA,NA,NA,NA
HCS-03,8,ARME,21.8,L,NA,NA,NA,NA,NA
HCS-03,8,PSME,38.4,L,NA,NA,NA,NA,NA
HCS-03,8,QUCH2,15.5,L,NA,NA,NA,NA,NA
HCS-03,8,QUCH2,14.2,L,NA,NA,NA,NA,NA
HCS-03,8,QUCH2,18.5,L,NA,NA,NA,NA,NA
HCS-03,1,QUCH2,18.4,X,NA,NA,NA,NA,NA
HCS-03,1,QUCH2,13.5,L,NA,S,7.2,4.5,NA
HCS-03,1,QUCH2,26.4,L,NA,S,16.6,5.8,NA
HCS-03,1,PSME,23.9,X,NA,NA,NA,NA,NA
HCS-03,5,QUCH2,23.7,L,NA,S,11,2.3,NA
HCS-03,5,PSME,41.9,L,NA,C,27.5,10.3,NA
HCS-03,5,ARME,32.5,L,NA,I,21,9.1,NA
HCS-03,5,ARME,39,L,NA,I,16.5,7.5,NA
HCS-03,5,PILA,70,L,NA,D,40,21.1,NA
HCS-03,9,PSME,64.9,L,NA,C,36.1,19.6,NA
HCS-05,4,ABCO,18.4,L,NA,NA,NA,NA,NA
HCS-05,3,ABCO,43.8,L,NA,NA,NA,NA,NA
HCS-05,2,PSME,180,L,NA,NA,NA,NA,NA
HCS-05,8,LIDE3,70.6,L,NA,NA,NA,NA,NA
HCS-05,7,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-05,6,NONE,NA,NA,NA,NA,NA,NA,NA
HCS-05,9,ABCO,20.1,L,NA,S,10.2,3.9,NA
HCS-05,5,ABCO,12,L,NA,C,5.7,1.1,NA
HCS-05,1,ABCO,19.4,L,NA,NA,NA,NA,Height and crown base height were not recorded
HTL-11,7,PSME,49.4,L,NA,NA,NA,NA,NA
HTL-11,7,PSME,26.5,L,NA,NA,NA,NA,NA
HTL-11,7,PSME,31.8,L,NA,NA,NA,NA,NA
HTL-11,7,PSME,51.7,L,NA,NA,NA,NA,NA
HTL-11,7,PSME,21.2,L,NA,NA,NA,NA,NA
HTL-11,8,PSME,30.5,L,NA,NA,NA,NA,NA
HTL-11,8,PSME,27.6,L,NA,NA,NA,NA,NA
HTL-11,8,PSME,33.4,L,NA,NA,NA,NA,NA
HTL-11,8,PSME,20.1,L,NA,NA,NA,NA,NA
HTL-11,8,PSME,21.9,L,NA,NA,NA,NA,NA
HTL-11,4,PSME,36.4,L,NA,NA,NA,NA,NA
HTL-11,4,PSME,50.3,L,NA,NA,NA,NA,NA
HTL-11,4,QUKE,40.8,L,NA,NA,NA,NA,NA
HTL-11,3,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-11,2,QUKE,23.1,L,NA,NA,NA,NA,NA
HTL-11,2,QUKE,16.8,L,NA,NA,NA,NA,NA
HTL-11,2,ARME,38.7,L,NA,NA,NA,NA,NA
HTL-11,2,ARME,25.1,L,NA,NA,NA,NA,NA
HTL-11,2,ARME,21.2,X,NA,NA,NA,NA,NA
HTL-11,6,PSME,16.2,X,NA,NA,NA,NA,NA
HTL-11,6,PSME,39.4,L,NA,NA,NA,NA,NA
HTL-11,6,PSME,27,L,NA,NA,NA,NA,NA
HTL-11,6,PSME,29.2,L,NA,NA,NA,NA,NA
HTL-11,6,QUKE,25.1,L,NA,NA,NA,NA,NA
HTL-11,1,QUKE,19.1,L,NA,I,6.3,3.8,NA
HTL-11,1,QUKE,23.7,L,NA,I,7.5,4.2,NA
HTL-11,5,ARME,34.3,L,NA,C,16.2,6.9,NA
HTL-11,5,ARME,35.9,L,NA,C,10,7.5,NA
HTL-11,5,PSME,20,L,NA,I,15.1,7.3,NA
HTL-11,5,PSME,36.5,L,NA,D,24.7,18.6,NA
HTL-11,5,PSME,36.6,L,NA,D,23.9,18.2,NA
HTL-11,5,PSME,16.7,L,NA,S,9.3,6.4,NA
HTL-11,5,PSME,27.8,L,NA,C,21.3,10.6,NA
HTL-11,5,PSME,30.7,L,NA,D,23.1,17.7,NA
HTL-11,5,PSME,25.6,L,NA,C,21.5,14,NA
HTL-11,9,PSME,27.5,L,NA,D,24.8,17.1,NA
HTL-11,9,PSME,18.1,X,NA,NA,NA,NA,NA
HTL-11,9,PSME,38.1,L,NA,D,26,13,NA
HTL-11,9,PSME,20.2,L,NA,I,14.7,8.2,NA
HTL-11,9,PSME,19.7,X,NA,NA,NA,NA,NA
HTL-13,7,PSME,66.7,L,NA,NA,NA,NA,NA
HTL-13,7,PSME,38.5,X,NA,NA,NA,NA,NA
HTL-13,7,PSME,27.4,X,NA,NA,NA,NA,NA
HTL-13,7,PSME,21.8,X,NA,NA,NA,NA,NA
HTL-13,7,PSME,61.2,L,NA,NA,NA,NA,NA
HTL-13,7,PSME,64.7,L,NA,NA,NA,NA,NA
HTL-13,6,PSME,104.6,L,NA,NA,NA,NA,NA
HTL-13,8,PSME,51.7,L,NA,NA,NA,NA,NA
HTL-13,4,PSME,61.2,L,NA,NA,NA,NA,NA
HTL-13,4,PSME,79.8,L,NA,NA,NA,NA,NA
HTL-13,3,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-13,2,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-13,1,NONE,NA,NA,NA,NA,NA,NA,NA
HTL-13,5,PSME,79.8,L,NA,D,49.8,18.6,NA
HTL-13,5,PSME,60,X,NA,NA,NA,NA,NA
HTL-13,9,PSME,99.6,L,NA,D,50.2,20.3,NA