Plot,Subplot,Species,DBH,Class,Height,CBH,Notes
BIS-03,7,ARME,6.7,I,4.5,1.75,NA
BIS-03,7,QUKE,4.5,X,NA,NA,NA
BIS-03,7,QUKE,6.5,C,6.5,2.5,NA
BIS-03,7,ARME,11,C,8,2,NA
BIS-03,7,ARME,5.4,C,4.5,1,NA
BIS-03,7,ARME,3.5,S,4.5,1.25,NA
BIS-04,2,LIDE3,4.8,D,3.25,0.25,NA
BIS-04,2,LIDE3,3.9,D,3.25,1,NA
BIS-04,2,LIDE3,6.3,D,4.25,1.25,NA
BIS-04,2,LIDE3,3.4,S,1.5,1.25,NA
BIS-04,2,LIDE3,8.6,D,4.5,0.75,NA
BIS-04,2,LIDE3,2,C,2.25,0.75,NA
BIS-04,2,LIDE3,3.3,C,3,1,NA
BIS-04,2,LIDE3,2.7,S,2.5,0.5,NA
BIS-04,2,LIDE3,3,S,2,1,NA
BIS-04,2,LIDE3,6.5,D,4.75,1,NA
BIS-04,2,LIDE3,5.5,D,4.5,0.5,NA
BIS-04,2,LIDE3,2.9,C,3,1,NA
BIS-04,2,LIDE3,3.5,I,2.75,1,NA
BIS-04,2,LIDE3,3.8,S,2,0.75,NA
BIS-04,2,LIDE3,4.9,C,1.5,0.75,NA
BIS-04,4,ARME,3.1,X,NA,NA,NA
BIS-04,4,LIDE3,2.1,I,2.25,0.75,NA
BIS-04,4,QUKE,4.4,C,4.5,1.35,NA
BIS-04,4,QUKE,5.9,C,5,1.5,NA
BIS-04,4,QUKE,4.7,D,4.5,1,NA
BIS-04,4,ARME,10.8,D,6.25,1.75,NA
BIS-04,4,LIDE3,9,D,7.5,1.5,NA
BIS-04,4,QUKE,3.3,D,4.5,1.25,NA
BIS-04,4,QUKE,3.1,X,NA,NA,NA
BIS-04,4,QUKE,1.8,I,2.75,1,NA
BIS-04,4,QUKE,3.2,C,4.75,1.25,NA
BIS-04,4,QUKE,6.2,C,5,1.5,NA
BIS-04,4,QUKE,2.6,I,3.25,1,NA
BIS-04,7,QUCH2,1.8,C,2.5,0.25,NA
BIS-04,7,QUKE,6.9,C,6.75,1.75,NA
BIS-04,7,QUKE,6.6,C,4.5,1.5,NA
BIS-04,7,QUCH2,3.5,D,2.5,1.25,NA
BIS-04,7,QUCH2,2.5,C,2.25,0.5,NA
BIS-04,7,QUCH2,2.7,D,2.5,1,NA
BIS-04,7,QUKE,4.2,C,6.75,1.25,NA
BIS-04,7,QUKE,2,X,NA,NA,NA
BIS-04,7,QUCH2,5,D,3.5,0.75,NA
BIS-04,7,QUCH2,4,D,2.75,1.75,NA
BIS-04,7,QUKE,8.8,D,7,2.25,NA
BIS-04,7,QUCH2,5,D,3.5,1.5,NA
BIS-05,2,NONE,NA,NA,NA,NA,NA
BIS-05,4,CHCH7,2,C,2.1,0.75,NA
BIS-05,4,CHCH7,1.8,C,2,0.5,NA
BIS-05,4,CHCH7,2,C,2.1,0.75,NA
BIS-05,4,CHCH7,2,I,2.2,0.75,NA
BIS-05,4,CHCH7,1.9,C,1.9,0.85,NA
BIS-05,4,CHCH7,2.9,C,2.4,1,NA
BIS-05,4,CHCH7,2.2,I,2.2,1.25,NA
BIS-05,4,CHCH7,2.3,I,2.25,1.25,NA
BIS-05,4,CHCH7,2.7,C,2.25,0.75,NA
BIS-05,4,CHCH7,2.3,C,2.15,1.25,NA
BIS-05,4,CHCH7,2.6,C,2.3,0.75,NA
BIS-05,7,NONE,NA,NA,NA,NA,NA
BIS-06,2,NONE,NA,NA,NA,NA,NA
BIS-06,4,CHCH7,3,D,2,0.5,NA
BIS-06,7,NONE,NA,NA,NA,NA,NA
BIS-07,2,CHCH7,11.6,X,NA,NA,NA
BIS-07,4,PSME,11.1,X,NA,NA,NA
BIS-07,7,NONE,NA,NA,NA,NA,NA
BIS-10,2,ARME,8.9,D,4.5,0.75,NA
BIS-10,2,LIDE3,1.6,C,2.25,0.5,NA
BIS-10,2,ARME,3.1,D,3,0.75,NA
BIS-10,2,QUCH2,1.6,C,2.25,0.5,NA
BIS-10,2,QUCH2,2.9,I,2.5,1,NA
BIS-10,2,ARME,2.1,S,2.25,1,NA
BIS-10,2,ARME,2.4,C,2.25,1,NA
BIS-10,2,QUCH2,2.4,C,2.75,0.75,NA
BIS-10,2,QUCH2,2,I,2.5,1,NA
BIS-10,2,ARME,6.8,C,2.25,0.75,NA
BIS-10,2,QUCH2,2.8,I,2.5,0.75,NA
BIS-10,2,QUCH2,2.1,C,2.75,1,NA
BIS-10,4,LIDE3,1.5,C,2,0.25,NA
BIS-10,4,LIDE3,2.3,C,2.25,0.25,NA
BIS-10,4,UNKC,8.7,X,NA,NA,NA
BIS-10,4,UNKC,7.8,X,NA,NA,NA
BIS-10,7,QUCH2,1.9,C,2.4,1.4,NA
BIS-10,7,PSME,3.1,D,3.75,0.5,NA
BIS-10,7,ARME,2,D,2.75,1.25,NA
BIS-10,7,ARME,4.5,D,2.75,1.25,NA
BIS-10,7,CHCH7,4,C,2.75,1,NA
BIS-10,7,CHCH7,3.2,C,2.75,1.25,NA
BIS-10,7,CHCH7,4.1,C,3,1,NA
BIS-10,7,ARME,2.8,D,2.75,1.25,NA
BIS-10,7,UNK,8.5,X,NA,NA,NA
BIS-10,7,QUCH2,2.1,D,2,0.75,NA
BIS-10,7,ARME,1.7,D,2.5,1,NA
BIS-10,7,ARME,1.7,C,2,1,NA
BIS-10,7,CHCH7,1.7,I,2,1,NA
BIS-10,7,CHCH7,3.4,C,3,1.5,NA
BIS-10,7,CHCH7,2.8,C,2.5,1.25,NA
BIS-10,7,ARME,1.5,C,2,0.75,NA
BIS-10,7,ARME,2.3,I,2.25,1.25,NA
BIS-10,7,ARME,2.4,I,2,1,NA
BIS-10,7,CHCH7,2.3,I,2.25,1,NA
BIS-10,7,CHCH7,4.6,C,2.75,1.25,NA
BIS-10,7,ARME,1.5,C,2,1,NA
BIS-11,2,QUCH2,1.7,C,2,0.75,NA
BIS-11,2,QUCH2,1.7,D,2,0.75,NA
BIS-11,2,QUCH2,1.9,D,2,1,NA
BIS-11,4,NONE,NA,NA,NA,NA,NA
BIS-11,7,ARME,2.4,D,2.4,0.5,NA
BIS-11,7,ARME,3.5,D,2.4,0.25,NA
BIS-11,7,ARME,2,D,2.25,1,NA
BIS-12,2,LIDE3,2.4,S,2.75,1.25,NA
BIS-12,2,CHCH7,1.9,S,2.25,0.5,NA
BIS-12,2,CHCH7,2.8,D,2.5,0.75,NA
BIS-12,2,ARME,2.8,S,2.75,1.25,NA
BIS-12,2,ARME,2,S,2.5,1.25,NA
BIS-12,2,ARME,8.9,D,6,1.5,NA
BIS-12,2,ARME,5.2,S,3,1.25,NA
BIS-12,2,ARME,3.8,S,2.75,1.25,NA
BIS-12,2,ARME,4.6,C,5.5,2.5,NA
BIS-12,2,ARME,2.3,S,2.5,1.5,NA
BIS-12,2,ARME,4.9,C,4.5,1.25,NA
BIS-12,2,ARME,2.1,S,2.5,1.25,NA
BIS-12,2,ARME,6.9,D,5,1.75,NA
BIS-12,2,ARME,9.5,C,4,1.75,NA
BIS-12,2,ARME,3.1,S,2.75,1.5,NA
BIS-12,2,ARME,3.3,I,2.75,1,NA
BIS-12,2,ARME,4,I,2.75,1,NA
BIS-12,2,ARME,1.8,S,2,1,NA
BIS-12,2,ARME,4.2,I,4.5,1.75,NA
BIS-12,2,ARME,3.9,C,4.5,2.25,NA
BIS-12,2,ARME,4.6,C,3.5,1.5,NA
BIS-12,2,ARME,1.7,S,2.5,1.25,NA
BIS-12,2,ARME,1.6,S,2.25,1.25,NA
BIS-12,2,ARME,5.7,C,3.75,1,NA
BIS-12,2,ARME,1.9,S,2.25,1,NA
BIS-12,2,ARME,5.4,C,4.25,1.25,NA
BIS-12,2,ARME,2.9,I,3.25,1.25,NA
BIS-12,2,ARME,8.6,D,6.5,2.25,NA
BIS-12,2,ARME,6.7,D,7,2.5,NA
BIS-12,2,ARME,4.4,I,3.75,1.75,NA
BIS-12,2,ARME,2.4,I,2.5,1.5,NA
BIS-12,2,ARME,3.8,S,3.5,2.5,NA
BIS-12,2,ARME,5.7,I,3,1.25,NA
BIS-12,2,ARME,5.3,C,3.5,1.25,NA
BIS-12,4,LIDE3,1.7,I,2,0.75,NA
BIS-12,4,LIDE3,1.6,I,2.25,1,NA
BIS-12,4,QUCH2,1.6,I,2,0.75,NA
BIS-12,4,QUCH2,1.6,C,2.25,1,NA
BIS-12,4,QUCH2,1.6,D,2,0.75,NA
BIS-12,4,LIDE3,2,I,1.75,0.75,NA
BIS-12,4,LIDE3,2.7,C,2.25,1.25,NA
BIS-12,4,QUCH2,2.2,I,2,1,NA
BIS-12,4,QUCH2,2.3,C,2.4,1,NA
BIS-12,4,QUCH2,1.9,C,2.25,1,NA
BIS-12,4,LIDE3,1.5,I,2,1,NA
BIS-12,4,QUCH2,4.8,D,2.5,1.25,NA
BIS-12,4,QUCH2,1.5,C,2.25,0.75,NA
BIS-12,7,LIDE3,1.5,D,2.25,0.75,NA
BIS-12,7,LIDE3,2.1,I,2.75,1,NA
BIS-12,7,LIDE3,2.1,S,2.75,1.15,NA
BIS-12,7,LIDE3,1.5,I,2.35,1.25,NA
BIS-12,7,LIDE3,1.5,I,2.25,1.25,NA
BIS-12,7,LIDE3,3.1,C,2.5,1.25,NA
BIS-12,7,LIDE3,2.2,I,2.5,1,NA
BIS-12,7,LIDE3,4.9,D,3.5,1,NA
BIS-12,7,LIDE3,1.7,S,2.5,0.75,NA
BIS-12,7,LIDE3,1.9,I,2.5,1,NA
BIS-12,7,LIDE3,1.6,I,2.75,1.35,NA
BIS-12,7,LIDE3,2.3,I,2.5,1,NA
BIS-12,7,LIDE3,2.2,C,2.75,0.75,NA
BIS-12,7,LIDE3,2,S,3,1,NA
QTZ-01,2,ARME,2,C,2.25,0.5,NA
QTZ-01,2,ARME,8.6,C,4.75,0.75,NA
QTZ-01,2,ARME,2,C,2.25,1,NA
QTZ-01,2,ARME,4.7,D,3.75,1,NA
QTZ-01,2,ARME,1.9,C,2.25,1.25,NA
QTZ-01,2,ARME,2.7,C,2.5,1.5,NA
QTZ-01,2,ARME,1.5,I,2,0.75,NA
QTZ-01,2,ARME,3.3,D,2.75,1,NA
QTZ-01,2,ARME,1.5,C,1.75,1,NA
QTZ-01,2,ARME,2.6,D,2.5,1.5,NA
QTZ-01,2,ARME,2.9,D,2.5,1,NA
QTZ-01,2,ARME,2.3,C,2.5,1,NA
QTZ-01,2,ARME,2.4,C,2.25,1,NA
QTZ-01,2,ARME,1.9,D,2.25,0.75,NA
QTZ-01,2,ARME,3.6,D,2.5,0.75,NA
QTZ-01,2,ARME,1.8,C,2.5,1.75,NA
QTZ-01,2,ARME,2.4,I,2.25,1.5,NA
QTZ-01,4,PIPO,1.6,C,1.75,0.5,NA
QTZ-01,4,PIPO,5,D,2.25,0.75,NA
QTZ-01,4,PIPO,1.9,C,1.75,0.5,NA
QTZ-01,7,ARME,3.7,D,2.5,0.5,NA
QTZ-01,7,PIPO,2.6,C,1.75,0.25,NA
QTZ-01,7,PIPO,4.5,C,2.5,1,NA
QTZ-02,2,CADE27,1.7,I,2,0.75,NA
QTZ-02,2,SALIX,2.4,C,4.5,3.75,NA
QTZ-02,2,SALIX,2.9,C,3,2.5,NA
QTZ-02,2,SALIX,3.7,C,3.75,3.25,NA
QTZ-02,2,SALIX,3.6,C,4.5,3.5,NA
QTZ-02,2,SALIX,3.4,C,4,2.75,NA
QTZ-02,2,SALIX,4.3,C,4.5,3.5,NA
QTZ-02,2,SALIX,2.8,C,3.75,2.5,NA
QTZ-02,4,SALIX,2.7,C,4.5,2.75,NA
QTZ-02,4,SALIX,2.1,C,4.75,4,NA
QTZ-02,4,ABCO,1.5,S,2,0.5,NA
QTZ-02,4,ABCO,1.9,D,2.25,0.4,NA
QTZ-02,4,ABCO,3.1,C,2.5,0.5,NA
QTZ-02,4,ABCO,2.1,S,2.25,0.25,NA
QTZ-02,4,PSME,2,S,2.5,0.5,NA
QTZ-02,4,SALIX,2.4,C,3.25,2.5,NA
QTZ-02,4,SALIX,2.6,C,5,4,NA
QTZ-02,4,ABCO,2,S,2.25,0.25,NA
QTZ-02,4,ABCO,2.9,D,3,0.5,NA
QTZ-02,4,ABCO,2.6,C,3,0.3,NA
QTZ-02,4,ABCO,1.8,S,2.5,0.5,NA
QTZ-02,4,SALIX,2.3,C,3.5,2.75,NA
QTZ-02,4,ABCO,2.8,I,3.25,0.3,NA
QTZ-02,4,ABCO,2.7,D,2.75,0.5,NA
QTZ-02,4,ABCO,1.8,I,2.5,0.4,NA
QTZ-02,7,ABCO,1.5,I,2.25,0.5,NA
QTZ-02,7,SALIX,2.5,C,4,2.25,NA
QTZ-02,7,SALIX,2.2,C,3.75,2,NA
QTZ-02,7,PSME,6.6,D,4,0.5,NA
QTZ-02,7,ABCO,1.9,C,2.25,0.5,NA
QTZ-02,7,CADE27,3.1,C,2.5,0.5,NA
QTZ-02,7,ABCO,2.1,I,2.25,0.3,NA
QTZ-02,7,ABCO,2.2,C,2.5,0.5,NA
QTZ-02,7,ARME,3.5,C,3.5,1.25,NA
QTZ-02,7,SALIX,2.8,C,3.5,2.25,NA
QTZ-02,7,PSME,2.3,C,2.25,0.5,NA
QTZ-02,7,ABCO,2.2,C,2.5,0.5,NA
QTZ-02,7,ABCO,1.7,C,2.25,0.75,NA
QTZ-02,7,ABCO,2.1,I,2.25,0.25,NA
QTZ-02,7,ARME,4.3,C,3.75,1.5,NA
QTZ-02,7,SALIX,2.8,C,4,2.75,NA
QTZ-02,7,ABCO,2.3,I,2.5,0.5,NA
QTZ-02,7,ABCO,2,D,2.5,0.75,NA
QTZ-02,7,ABCO,1.8,I,2.5,1,NA
SPE-01,2,QUCH2,3.9,D,3.25,0.5,NA
SPE-01,4,QUCH2,3.5,D,3.25,0.25,NA
SPE-01,4,QUCH2,3.1,C,3.25,0.75,NA
SPE-01,4,QUCH2,3,C,2.25,0.75,NA
SPE-01,4,QUKE,3.1,D,2.75,0.5,NA
SPE-01,4,QUCH2,1.8,C,2.25,0.5,NA
SPE-01,4,QUCH2,4.2,D,3,0.5,NA
SPE-01,4,QUCH2,1.5,C,2,0.25,NA
SPE-01,4,QUKE,5.1,C,3.5,1,NA
SPE-01,4,QUCH2,2.1,I,2.25,0.25,NA
SPE-01,4,QUCH2,2.8,C,2.25,0.75,NA
SPE-01,4,QUCH2,2.3,D,2.5,0.5,NA
SPE-01,7,QUCH2,3.2,I,2.75,0.75,NA
SPE-01,7,QUCH2,3.7,C,3.25,0.75,NA
SPE-01,7,PSME,5,X,NA,NA,NA
SPE-02,2,ACMA3,5.4,C,3,1,NA
SPE-02,2,ACMA3,4.1,C,4.5,1.6,NA
SPE-02,2,QUCH2,1.7,S,1.6,1.25,NA
SPE-02,2,ACMA3,7.5,D,4.5,1.25,NA
SPE-02,2,ACMA3,5.4,C,3.75,1,NA
SPE-02,2,ACMA3,2.1,I,3.25,0.75,NA
SPE-02,2,ACMA3,1.9,I,3.25,0.5,NA
SPE-02,2,ACMA3,7.1,D,5.25,1.5,NA
SPE-02,2,ACMA3,2.3,S,3.25,1,NA
SPE-02,2,ACMA3,5.5,C,3.75,1.6,NA
SPE-02,2,ACMA3,2.5,I,2.75,1.25,NA
SPE-02,2,ACMA3,4.3,C,3.5,1.25,NA
SPE-02,2,ACMA3,3.7,S,3.25,1.1,NA
SPE-02,2,ACMA3,6.5,C,3.75,1.5,NA
SPE-02,2,ACMA3,4,C,4.5,1,NA
SPE-02,2,ACMA3,6.1,C,4.25,1.3,NA
SPE-02,2,ACMA3,2.8,I,2.4,1,NA
SPE-02,2,ACMA3,1.7,I,2.25,1,NA
SPE-02,2,ACMA3,2,C,3.25,1.25,NA
SPE-02,2,ACMA3,4.4,I,3.5,1.5,NA
SPE-02,2,ACMA3,5.6,C,4.75,1.2,NA
SPE-02,4,QUCH2,3.2,S,3,1,NA
SPE-02,4,QUCH2,3.5,C,3.25,1.25,NA
SPE-02,4,QUCH2,2.2,S,2.75,1,NA
SPE-02,4,QUCH2,6.8,D,5.25,1.25,NA
SPE-02,4,QUCH2,4.2,C,3.25,0.5,NA
SPE-02,4,QUCH2,5.5,D,4.5,0.5,NA
SPE-02,4,PSME,6.7,D,5,0.25,NA
SPE-02,4,SALIX,2.2,C,3.25,0.75,NA
SPE-02,4,QUCH2,2.3,I,2.75,0.5,NA
SPE-02,4,QUCH2,6.4,D,4.25,1,NA
SPE-02,4,QUCH2,4.1,C,3.5,1.5,NA
SPE-02,4,QUCH2,4.1,C,3.75,1.25,NA
SPE-02,4,QUCH2,6.7,D,5,1,NA
SPE-02,4,QUCH2,7.1,D,5.5,0.75,NA
SPE-02,4,QUCH2,2.6,I,3,1,NA
SPE-02,4,PSME,2.3,D,3,0,NA
SPE-02,4,QUCH2,4.7,D,4,0.75,NA
SPE-02,4,QUCH2,5.3,C,4,1.25,NA
SPE-02,4,QUCH2,5.6,D,4.25,1.25,NA
SPE-02,4,QUCH2,4.4,I,3.5,1,NA
SPE-02,4,QUCH2,2.8,I,3.5,1,NA
SPE-02,4,QUCH2,2.2,S,2.25,0.75,NA
SPE-02,4,QUCH2,4.4,C,3.5,0.5,NA
SPE-02,4,PSME,4.4,D,4.25,0.25,NA
SPE-02,4,QUCH2,2,I,2.25,0.25,NA
SPE-02,7,NONE,NA,NA,NA,NA,NA
SPE-03,2,QUCH2,5.9,C,3.75,0.75,NA
SPE-03,4,QUCH2,1.7,C,2.5,0.8,NA
SPE-03,4,QUCH2,3.2,C,3,0.75,NA
SPE-03,4,QUCH2,7.1,C,4.25,1.25,NA
SPE-03,4,QUCH2,4.6,C,4.1,2,NA
SPE-03,4,QUCH2,3.1,C,3.5,1.25,NA
SPE-03,4,QUCH2,5.2,C,4.25,0.75,NA
SPE-03,4,QUCH2,5.6,C,4.75,2.75,NA
SPE-03,4,QUCH2,4.6,I,4.25,2,NA
SPE-03,4,QUCH2,2,I,2.75,1.6,NA
SPE-03,4,QUCH2,6.2,C,5.5,1.25,NA
SPE-03,4,QUCH2,3.8,C,3,1,NA
SPE-03,4,QUCH2,5.5,C,3.5,0.5,NA
SPE-03,4,QUCH2,1.9,I,2.25,1.25,NA
SPE-03,4,QUCH2,4.2,C,3.8,1.75,NA
SPE-03,4,QUCH2,2.6,I,3.5,1.75,NA
SPE-03,4,QUCH2,7.1,C,5,1.5,NA
SPE-03,4,QUCH2,6.5,C,5,1.75,NA
SPE-03,4,QUCH2,10.7,C,5.25,1.75,NA
SPE-03,4,QUCH2,8.1,C,6,1.5,NA
SPE-03,4,QUCH2,2.7,I,3.25,1,NA
SPE-03,4,QUCH2,2.9,C,2.75,0.75,NA
SPE-03,4,QUCH2,2.7,I,3.25,1.25,NA
SPE-03,4,QUCH2,3.4,C,3.8,1.5,NA
SPE-03,4,QUCH2,3.3,I,3,1.5,NA
SPE-03,4,QUCH2,4,C,3.5,1.25,NA
SPE-03,4,QUCH2,4.3,C,3.75,1.5,NA
SPE-03,4,QUCH2,5.2,C,4,2.75,NA
SPE-03,4,QUCH2,7.7,C,5.25,1.25,NA
SPE-03,4,QUCH2,2.5,I,3.5,1.5,NA
SPE-03,4,QUCH2,1.5,S,2.5,0.75,NA
SPE-03,7,QUKE,3.9,I,4,1,NA
SPE-03,7,QUKE,3.2,C,3.75,2,NA
SPE-03,7,QUCH2,7,C,4.25,1.4,NA
SPE-03,7,QUCH2,5.8,C,3.25,1.5,NA
SPE-03,7,QUKE,7.1,C,4,2.25,NA
SPE-03,7,QUCH2,5.5,C,4.25,1.25,NA
SPE-03,7,QUCH2,2.1,I,3.5,1.25,NA
SPE-03,7,QUKE,8.1,C,4.75,2.5,NA
SPE-03,7,QUCH2,2.1,I,3,1.75,NA
SPE-03,7,QUCH2,5.3,C,3.75,1.75,NA
SPE-04,2,NONE,NA,NA,NA,NA,NA
SPE-04,4,QUCH2,2.9,C,2,0.75,NA
SPE-04,4,QUCH2,2.7,C,2.5,1,NA
SPE-04,4,QUCH2,3,C,2.25,0.75,NA
SPE-04,4,QUCH2,1.5,C,1.75,1,NA
SPE-04,7,QUCH2,2,C,2.25,0.25,NA
SPE-04,7,QUCH2,4.2,I,2.75,0.75,NA
SPE-04,7,QUCH2,4,I,3,0.75,NA
HTL-01,3,QUCH2,1.7,I,2.25,1.5,"Small trees were sampled in subplots 3, 6, and 8 in this plot"
HTL-01,3,QUCH2,5.3,C,3.5,1,NA
HTL-01,3,ARME,3.7,I,4,2.5,NA
HTL-01,3,QUCH2,4.2,I,3.25,1.5,NA
HTL-01,3,PSME,7.4,C,4.5,1.25,NA
HTL-01,3,PSME,5.9,D,4.5,0.75,NA
HTL-01,3,QUCH2,5,I,2.75,1.5,NA
HTL-01,3,QUCH2,5.7,C,4,0.75,NA
HTL-01,3,QUCH2,2.5,S,2.5,1,NA
HTL-01,3,QUCH2,3.9,I,3.75,1.25,NA
HTL-01,3,QUCH2,5.9,I,2.25,1.25,NA
HTL-01,3,PSME,7.2,C,4.75,1.25,NA
HTL-01,3,PSME,4.1,C,3.6,1.25,NA
HTL-01,3,QUCH2,2.6,I,2.25,1,NA
HTL-01,3,QUCH2,2.8,S,3,1,NA
HTL-01,3,QUCH2,5,C,3.25,0.75,NA
HTL-01,3,QUCH2,5.6,C,4,1.25,NA
HTL-01,3,QUCH2,2.7,I,2.5,1.5,NA
HTL-01,3,PSME,6.1,C,4.25,1.25,NA
HTL-01,3,QUCH2,5.2,C,4,1,NA
HTL-01,6,QUCH2,2.1,S,2.5,1,"Small trees were sampled in subplots 3, 6, and 8 in this plot"
HTL-01,6,QUCH2,5.4,C,4,1.75,NA
HTL-01,6,PSME,6.7,C,4.5,1.75,NA
HTL-01,6,QUCH2,5.6,I,4.5,1.75,NA
HTL-01,6,ARME,6.2,I,4.25,1.5,NA
HTL-01,6,QUKE,4,I,4.25,2.5,NA
HTL-01,6,PSME,7.7,C,6.5,3.5,NA
HTL-01,6,QUCH2,4.6,I,3.75,1.5,NA
HTL-01,6,QUCH2,3.7,S,2.25,1.25,NA
HTL-01,6,PSME,11.5,D,7,2.75,NA
HTL-01,6,QUCH2,6.1,S,4,2,NA
HTL-01,6,ARME,4.4,S,3.75,2,NA
HTL-01,6,QUCH2,6.5,C,4,2,NA
HTL-01,6,QUCH2,4.5,I,3.75,1.5,NA
HTL-01,6,PSME,4.7,I,6.5,3.5,NA
HTL-01,6,QUCH2,2.9,S,2.25,1.5,NA
HTL-01,8,PSME,4.7,I,3.5,1.5,"Small trees were sampled in subplots 3, 6, and 8 in this plot"
HTL-01,8,QUCH2,2.6,I,3.75,1.75,NA
HTL-01,8,QUCH2,4.2,I,4,1.5,NA
HTL-01,8,QUCH2,4.6,I,3.25,2,NA
HTL-01,8,QUCH2,2.4,S,2.75,1.5,NA
HTL-01,8,QUCH2,5.3,I,4,2,NA
HTL-01,8,PSME,5.5,I,4,1.5,NA
HTL-01,8,ARME,8.9,I,4.25,2.75,NA
HTL-01,8,ARME,5.7,I,4.75,2.25,NA
HTL-01,8,QUCH2,4.5,I,4.5,1.5,NA
HTL-01,8,PSME,9.7,D,6.75,2.25,NA
HTL-01,8,QUCH2,7.7,C,4.25,2,NA
HTL-01,8,QUCH2,4,I,4,2.25,NA
HTL-01,8,QUCH2,5.2,C,4,1.5,NA
HTL-01,8,QUCH2,3.3,S,3,2,NA
HTL-01,8,QUCH2,2.4,S,2.75,1.75,NA
HTL-01,8,PSME,3,S,2.75,1.5,NA
HTL-01,8,ARME,7.8,C,5.75,2.5,NA
HTL-01,8,ARME,1.8,S,3,1.5,NA
HTL-01,8,QUCH2,5.9,I,4.25,1.5,NA
HTL-01,8,PSME,5.5,C,4.25,0.75,NA
HTL-01,8,QUCH2,4.8,C,4.25,1.75,NA
HTL-01,8,QUCH2,2.3,S,2.5,1.5,NA
HTL-01,8,QUCH2,2.6,S,2.75,1.75,NA
HTL-01,8,QUCH2,6.1,I,3.75,2,NA
HTL-01,8,QUCH2,1.7,S,2.5,1.5,NA
HTL-01,8,PSME,4.3,I,4,1.25,NA
HTL-01,8,ARME,10.7,C,5.25,3,NA
HTL-02,2,NONE,NA,NA,NA,NA,NA
HTL-02,4,QUCH2,4.5,C,3.25,0.75,NA
HTL-02,4,QUCH2,1.6,I,2.75,1.5,NA
HTL-02,4,QUCH2,1.6,S,2.5,1.75,NA
HTL-02,4,QUCH2,6.7,D,4.5,1.5,NA
HTL-02,4,QUCH2,3,C,2.5,1.5,NA
HTL-02,4,QUCH2,3.7,C,2.5,1.5,NA
HTL-02,4,QUCH2,2,I,2,1,NA
HTL-02,4,QUCH2,4.1,C,4.25,1.75,NA
HTL-02,4,QUCH2,4.3,C,4,1.75,NA
HTL-02,4,QUCH2,2.2,S,3,1.5,NA
HTL-02,4,QUCH2,2.7,C,1.75,1,NA
